words\files;Suspense;NonSuspense;;;
про;;0.754147812971;стоп;;
проба;;0.377073906486;абстрактный;;
пробежать;;0.377073906486;действие;;
пробивать;0.444444444444;;действие;;
пробиваться;;0.377073906486;действие;;
провал;0.444444444444;;абстрактный;;
проваливаться;0.444444444444;;действие;;
проволока;;0.377073906486;предмет;;
проворный;;0.377073906486;описание;;
продавать;0.444444444444;;действие;;
продираться;0.444444444444;;действие;;
продолговатый;0.444444444444;;действие;;
продымать;0.444444444444;;действие;;
прозрачный;;0.377073906486;описание;;
прозумент;;0.377073906486;предмет;;
прозябнуть;;0.377073906486;действие;;
произносить;0.444444444444;;действие;;
происходить;0.444444444444;;действие;;
происшествие;0.444444444444;;абстрактный;;
проказа;;0.377073906486;абстрактный;;
пролетать;;0.377073906486;действие;;
проливной;0.444444444444;;описание;;
пропадать;;0.377073906486;действие;;
пропахнуть;;0.377073906486;действие;;
просека;0.444444444444;;место;;
просить;0.888888888889;;действие;;
проситься;;0.377073906486;действие;;
простой;;0.377073906486;описание;;
просторный;;0.377073906486;описание;;
пространный;;0.377073906486;описание;;
прострелить;1.33333333333;;действие;;
простыня;1.33333333333;;предмет;;
просыпать;;0.377073906486;действие;;
просыпаться;;0.377073906486;действие;;
просьба;0.444444444444;;абстрактный;;
протез;0.444444444444;;предмет;;
протискивать;0.444444444444;;действие;;
прохлада;;0.377073906486;абстрактный;;
прохладно;;0.377073906486;описание;;
прохладный;;0.754147812971;описание;;
проходить;2.22222222222;;действие;;
прохоров;0.888888888889;;имя;;
прочий;0.444444444444;;описание;;
прочный;;0.754147812971;описание;;
прошамкать;0.444444444444;;действие;;
прощать;0.444444444444;;действие;;
прялка;;0.377073906486;предмет;;
прятать;;0.377073906486;действие;;
псиный;;0.377073906486;описание;;
пук;;0.377073906486;предмет;;
пульс;0.444444444444;;абстрактный;;
пуля;0.444444444444;;предмет;;
пунька;;0.377073906486;профессия;;
пустеть;;0.377073906486;действие;;
пустой;;0.754147812971;описание;;
пустынно;;0.377073906486;описание;;
пустынный;;0.377073906486;описание;;
пусть;0.888888888889;;стоп;;
путь;;0.754147812971;абстрактный;;
пушистый;;0.377073906486;описание;;
пушкин;;0.377073906486;имя;;
пчела;;0.377073906486;предмет;;
пылать;;0.377073906486;действие;;
пышно;;0.377073906486;описание;;
пятно;1.33333333333;;предмет;;
пять;2.66666666667;;абстрактный;;
работа;;0.754147812971;абстрактный;;
работать;0.444444444444;;действие;;
работник;;0.377073906486;профессия;;
равнина;;0.377073906486;место;;
равный;0.444444444444;;описание;;
ради;0.444444444444;;описание;;
радоваться;0.444444444444;;действие;;
раз;2.22222222222;;стоп;;
разбирать;;0.377073906486;действие;;
разбухать;0.444444444444;;действие;;
разваливаться;0.444444444444;;действие;;
развертывать;;0.377073906486;действие;;
разглядеть;0.444444444444;;действие;;
разговор;;0.377073906486;абстрактный;;
раздавливать;0.444444444444;;действие;;
раздваивать;0.444444444444;;действие;;
раздвоение;0.444444444444;;абстрактный;;
раздробленный;0.888888888889;;описание;;
раздумывать;0.444444444444;;действие;;
разлетаться;0.444444444444;;действие;;
разметать;;0.377073906486;действие;;
разный;0.444444444444;;описание;;
разрушаться;;0.377073906486;действие;;
разрывать;0.444444444444;;действие;;
разрываться;0.444444444444;;действие;;
разряжать;0.444444444444;;действие;;
разум;;1.13122171946;абстрактный;;
рак;0.444444444444;;предмет;;
рама;;0.754147812971;предмет;;
рана;0.444444444444;;предмет;;
ранний;;0.754147812971;описание;;
рано;;0.377073906486;описание;;
раскидываться;;0.377073906486;действие;;
раскраснеться;;0.377073906486;действие;;
распогодиться;;0.377073906486;действие;;
распоясывать;;0.377073906486;действие;;
рассказ;;0.377073906486;абстрактный;;
рассказывать;1.77777777778;;действие;;
расстегнуть;;0.377073906486;действие;;
расстилаться;;0.377073906486;действие;;
расстраивать;0.444444444444;;действие;;
рассуждать;;0.377073906486;действие;;
рассыпаться;0.444444444444;;действие;;
растапливать;;0.377073906486;действие;;
раствор;0.444444444444;;предмет;;
растрепанный;;0.377073906486;описание;;
растягиваться;;0.377073906486;действие;;
рвань;0.444444444444;;предмет;;
рвать;;0.754147812971;действие;;
редкий;0.888888888889;;описание;;
редкость;;0.754147812971;абстрактный;;
резвость;;0.377073906486;абстрактный;;
резко;;0.377073906486;описание;;
резкость;0.444444444444;;абстрактный;;
рельс;;0.377073906486;предмет;;
ресница;;0.377073906486;предмет;;
рига;;1.50829562594;место;;
ровный;;0.377073906486;описание;;
рогожа;;0.377073906486;предмет;;
роза;;0.377073906486;предмет;;
розовый;;0.377073906486;описание;;
роман;;0.377073906486;абстрактный;;
романтический;;0.377073906486;описание;;
ропот;0.444444444444;;абстрактный;;
росинка;0.444444444444;;предмет;;
росистый;;0.377073906486;описание;;
рост;;0.377073906486;абстрактный;;
росчерк;;0.377073906486;абстрактный;;
рот;1.77777777778;;предмет;;
ротонда;0.444444444444;;предмет;;
рубаха;;1.50829562594;предмет;;
рубашка;;0.377073906486;предмет;;
рубить;;0.377073906486;действие;;
рубище;0.444444444444;;абстрактный;;
ружье;;1.13122171946;предмет;;
рука;7.11111111111;;предмет;;
рукав;;0.377073906486;предмет;;
рыжеватый;0.444444444444;;описание;;
рыжий;;0.377073906486;описание;;
рябина;;0.377073906486;предмет;;
савелий;;0.377073906486;имя;;
сад;;6.41025641026;место;;
садовник;;0.377073906486;профессия;;
сало;;0.377073906486;предмет;;
сальный;;0.377073906486;описание;;
сам;2.22222222222;;стоп;;
самовар;;1.13122171946;предмет;;
самостоятельность;0.444444444444;;абстрактный;;
самостоятельный;0.444444444444;;описание;;
санки;;0.377073906486;предмет;;
сантиментально;;0.377073906486;описание;;
сапог;;1.88536953243;предмет;;
сарай;;0.754147812971;место;;
сарафан;;0.377073906486;предмет;;
сатирический;;0.377073906486;описание;;
сафьянный;;0.377073906486;описание;;
сбиваться;0.444444444444;;действие;;
сбоку;;0.377073906486;место;;
сбросить;0.444444444444;;действие;;
сбруя;;0.377073906486;предмет;;
свежепахнущий;0.444444444444;;описание;;
свежесть;;0.377073906486;абстрактный;;
свежий;;0.377073906486;описание;;
сверкать;;0.754147812971;действие;;
свернуться;;0.377073906486;действие;;
свертывать;0.444444444444;;действие;;
свет;;1.88536953243;абстрактный;;
светиться;;0.377073906486;действие;;
светлеть;0.444444444444;;действие;;
свешиваться;0.444444444444;;действие;;
свинцовый;;0.377073906486;описание;;
свист;;0.377073906486;абстрактный;;
свора;;0.377073906486;абстрактный;;
связь;;0.377073906486;абстрактный;;
священный;;0.377073906486;описание;;
сдавливать;0.888888888889;;действие;;
сдерживать;0.444444444444;;действие;;
сдыхать;0.444444444444;;действие;;
себе;0.444444444444;;стоп;;
север;;0.377073906486;место;;
седлать;;0.377073906486;действие;;
седло;;0.377073906486;предмет;;
седой;;0.377073906486;описание;;
сейчас;2.22222222222;;стоп;;
секретарь;0.888888888889;;профессия;;
секунда;1.33333333333;;абстрактный;;
селение;;0.377073906486;место;;
село;;0.377073906486;место;;
сельский;;0.377073906486;описание;;
семеныч;;0.754147812971;имя;;
семья;;0.377073906486;абстрактный;;
сени;;0.377073906486;место;;
сентябрь;;0.377073906486;абстрактный;;
сердечный;;0.377073906486;описание;;
сердце;;0.377073906486;предмет;;
серебряный;;0.377073906486;описание;;
сержант;0.888888888889;;профессия;;
сетка;;0.377073906486;предмет;;
сечка;;0.377073906486;абстрактный;;
сеять;;0.377073906486;действие;;
сивый;;0.377073906486;описание;;
сила;1.33333333333;;абстрактный;;
сильвио;1.77777777778;;имя;;
сильно;;1.13122171946;описание;;
синеватый;;0.377073906486;описание;;
ситник;;0.377073906486;предмет;;
ситцевый;0.444444444444;;описание;;
сиятельство;3.11111111111;;профессия;;
сиять;;0.377073906486;действие;;
сказать;8.88888888889;;действие;;
сказывать;0.888888888889;;действие;;
скала;;0.377073906486;предмет;;
скамеечка;;0.377073906486;предмет;;
скачка;;0.377073906486;абстрактный;;
сквозь;0.888888888889;;направление;;
скелет;0.888888888889;;предмет;;
скитаться;;0.377073906486;действие;;
склон;;0.377073906486;предмет;;
сковывать;0.444444444444;;действие;;
скользить;;0.377073906486;действие;;
скучно;;0.377073906486;описание;;
славиться;;0.377073906486;действие;;
славно;;0.377073906486;описание;;
славный;;0.377073906486;описание;;
сладкий;;1.50829562594;описание;;
след;0.444444444444;;предмет;;
слеза;0.444444444444;;предмет;;
слепой;;0.377073906486;описание;;
сливать;;0.377073906486;действие;;
словно;0.888888888889;;описание;;
слово;1.77777777778;;абстрактный;;
слог;;0.377073906486;абстрактный;;
сломать;0.444444444444;;действие;;
служащий;0.888888888889;;профессия;;
случай;0.444444444444;;абстрактный;;
случайно;;0.377073906486;описание;;
случаться;;0.754147812971;действие;;
слышно;;0.377073906486;описание;;
сматываться;0.444444444444;;действие;;
сменить;0.444444444444;;действие;;
смерть;0.444444444444;;абстрактный;;
смех;;0.377073906486;абстрактный;;
смеяться;0.444444444444;;действие;;
сминать;0.444444444444;;действие;;
смиренно;0.444444444444;;описание;;
смочь;0.444444444444;;действие;;
смысл;0.888888888889;;абстрактный;;
снег;;0.754147812971;предмет;;
снеговой;;0.377073906486;описание;;
снежный;;0.377073906486;описание;;
снисходительный;;0.377073906486;описание;;
собака;;3.39366515837;предмет;;
собирать;;0.377073906486;действие;;
собираться;1.33333333333;;действие;;
собственно;0.444444444444;;описание;;
собственный;0.888888888889;;описание;;
совершать;0.444444444444;;действие;;
совершенно;0.444444444444;;описание;;
совеститься;0.444444444444;;действие;;
совет;0.444444444444;;абстрактный;;
совсем;;1.88536953243;описание;;
соглашаться;0.444444444444;;действие;;
созвездие;;0.754147812971;абстрактный;;
сознание;0.444444444444;;абстрактный;;
соленый;0.444444444444;;описание;;
солнечный;;1.13122171946;описание;;
солнце;;1.88536953243;абстрактный;;
соловей;;0.377073906486;предмет;;
солома;;1.13122171946;предмет;;
соломенный;;0.754147812971;описание;;
сон;;1.13122171946;абстрактный;;
сонный;;0.377073906486;описание;;
соображать;1.33333333333;;действие;;
сосед;;0.754147812971;профессия;;
сословие;;0.377073906486;абстрактный;;
сосновый;0.444444444444;;описание;;
составлять;0.444444444444;;действие;;
сосуд;1.33333333333;;предмет;;
сотовый;;0.377073906486;описание;;
сохраняться;;0.377073906486;действие;;
сочинение;;0.377073906486;абстрактный;;
сочинять;;0.754147812971;действие;;
сочувствие;0.444444444444;;абстрактный;;
спазм;0.444444444444;;абстрактный;;
сперва;;0.754147812971;описание;;
спешивать;0.444444444444;;действие;;
спешить;;0.754147812971;действие;;
спина;0.444444444444;;предмет;;
сплевывать;0.444444444444;;действие;;
спорить;0.444444444444;;действие;;
способность;;0.377073906486;абстрактный;;
спрашивать;1.33333333333;;действие;;
среди;;0.754147812971;место;;
средний;;0.377073906486;описание;;
срезать;0.444444444444;;действие;;
срываться;;0.377073906486;действие;;
ссыпать;;0.377073906486;действие;;
стаж;0.444444444444;;абстрактный;;
становиться;4.88888888889;;действие;;
старание;0.444444444444;;абстрактный;;
стараться;1.33333333333;;действие;;
старик;;1.88536953243;профессия;;
старина;;0.754147812971;профессия;;
старинный;;1.88536953243;описание;;
старновка;;0.377073906486;абстрактный;;
старосветский;;0.377073906486;описание;;
старостиха;;0.377073906486;профессия;;
старый;;1.88536953243;описание;;
стать;;0.377073906486;действие;;
стая;;0.754147812971;абстрактный;;
ствол;0.444444444444;;предмет;;
стекло;;0.754147812971;предмет;;
стеклянный;0.444444444444;;описание;;
степенный;;0.377073906486;описание;;
стискивать;0.444444444444;;действие;;
стих;;0.377073906486;абстрактный;;
сто;;0.377073906486;абстрактный;;
стожар;;0.377073906486;абстрактный;;
сток;0.444444444444;;предмет;;
столб;;0.377073906486;предмет;;
столетие;;0.754147812971;абстрактный;;
столетний;;0.377073906486;описание;;
столик;0.444444444444;;предмет;;
стон;;0.377073906486;абстрактный;;
сторона;2.66666666667;;место;;
страдание;;0.377073906486;абстрактный;;
странно;0.444444444444;;описание;;
страх;0.444444444444;;абстрактный;;
страшно;0.444444444444;;описание;;
строго;;0.377073906486;описание;;
строевой;;0.377073906486;описание;;
строить;;0.377073906486;действие;;
стройный;;0.377073906486;описание;;
струна;;0.377073906486;предмет;;
струя;;0.377073906486;предмет;;
стрясать;;0.377073906486;действие;;
стук;;0.754147812971;абстрактный;;
ступа;0.444444444444;;предмет;;
ступать;0.444444444444;;действие;;
ступня;0.444444444444;;предмет;;
стыдиться;0.444444444444;;действие;;
судьба;0.444444444444;;абстрактный;;
суеверный;0.444444444444;;описание;;
суетиться;;0.377073906486;действие;;
сука;;0.377073906486;предмет;;
сукно;0.444444444444;;предмет;;
сумерки;;1.13122171946;абстрактный;;
сумерничать;;0.377073906486;действие;;
сумрачно;;0.377073906486;описание;;
сумрачный;;0.377073906486;описание;;
сурово;0.444444444444;;описание;;
сухой;;0.754147812971;описание;;
сушеный;;0.377073906486;описание;;
схватывать;0.888888888889;;действие;;
счастие;0.444444444444;;абстрактный;;
счастливый;0.444444444444;;описание;;
считать;0.444444444444;;действие;;
съезжаться;;0.377073906486;действие;;
сызнова;0.444444444444;;описание;;
сырость;;1.13122171946;абстрактный;;
сытый;;0.754147812971;описание;;
сюртук;;0.377073906486;предмет;;
табак;;0.377073906486;предмет;;
тайна;;0.377073906486;предмет;;
таков;;0.377073906486;стоп;;
тампон;0.444444444444;;предмет;;
тарелка;;0.377073906486;предмет;;
татарский;;0.377073906486;описание;;
твердить;0.444444444444;;действие;;
твой;0.444444444444;;стоп;;
театр;0.444444444444;;место;;
телеграфный;;0.377073906486;описание;;
тележка;;0.377073906486;предмет;;
теленок;;0.377073906486;предмет;;
тело;1.77777777778;;предмет;;
темнеть;;0.754147812971;действие;;
темно;;0.377073906486;описание;;
темный;;0.377073906486;описание;;
терять;;0.377073906486;действие;;
теряться;0.444444444444;;действие;;
тесть;;0.377073906486;стоп;;
тетка;;1.88536953243;профессия;;
типография;;0.377073906486;место;;
тиски;0.444444444444;;абстрактный;;
тихо;;0.377073906486;описание;;
тишина;;2.26244343891;абстрактный;;
товарищ;0.888888888889;;профессия;;
ток;;0.377073906486;абстрактный;;
токмо;;0.377073906486;стоп;;
толпа;1.33333333333;;абстрактный;;
толпиться;;0.754147812971;действие;;
толстая;;0.377073906486;описание;;
томный;;0.377073906486;описание;;
топить;;0.377073906486;действие;;
топот;;0.377073906486;абстрактный;;
топтать;0.444444444444;;действие;;
торговать;;0.377073906486;действие;;
торговля;;0.377073906486;абстрактный;;
торзионный;1.77777777778;;описание;;
торопливо;;0.377073906486;предмет;;
торчать;0.888888888889;;действие;;
тоска;;0.377073906486;абстрактный;;
тоскливо;;0.377073906486;описание;;
тот;3.11111111111;;стоп;;
точка;;0.377073906486;абстрактный;;
трава;0.444444444444;;предмет;;
требник;;0.377073906486;предмет;;
тревожный;;0.377073906486;описание;;
трепать;;0.377073906486;действие;;
трепетать;;0.377073906486;действие;;
трепещущий;;0.377073906486;описание;;
треснуть;0.444444444444;;действие;;
третий;0.444444444444;;описание;;
треть;0.888888888889;;абстрактный;;
треугольный;0.444444444444;;описание;;
трещать;;0.377073906486;действие;;
три;;0.377073906486;абстрактный;;
тридцатилетний;0.444444444444;;описание;;
трогать;0.444444444444;;действие;;
трогаться;;0.377073906486;действие;;
трое;;0.377073906486;абстрактный;;
тройка;;0.377073906486;абстрактный;;
тронуть;;0.377073906486;действие;;
труба;;0.377073906486;предмет;;
трубочка;0.444444444444;;предмет;;
трудно;;0.377073906486;описание;;
труп;0.444444444444;;профессия;;
туловище;0.444444444444;;предмет;;
тульский;;0.377073906486;описание;;
тупо;;0.377073906486;описание;;
тускло;;0.377073906486;описание;;
тут;3.11111111111;;стоп;;
туча;;1.13122171946;абстрактный;;
тучный;;0.377073906486;описание;;
тысяча;;0.377073906486;абстрактный;;
тяжело;0.444444444444;;описание;;
убегать;;0.377073906486;действие;;
убийство;0.444444444444;;абстрактный;;
убитый;;0.377073906486;описание;;
убор;;0.754147812971;предмет;;
увезти;;0.377073906486;действие;;
уверенность;0.444444444444;;абстрактный;;
увидать;0.444444444444;;действие;;
увидеть;3.55555555556;;действие;;
увлекаться;;0.377073906486;действие;;
угадывать;0.444444444444;;действие;;
угловой;;0.377073906486;описание;;
угол;0.888888888889;;место;;
уголок;;0.377073906486;место;;
угощение;;0.377073906486;абстрактный;;
угроза;0.444444444444;;абстрактный;;
удерживаться;0.444444444444;;действие;;
удивительно;0.888888888889;;описание;;
удивительный;;0.377073906486;описание;;
удивленный;0.444444444444;;описание;;
уезжать;;0.754147812971;действие;;
уж;1.77777777778;;стоп;;
ужас;1.33333333333;;абстрактный;;
ужасный;0.888888888889;;описание;;
узенький;;0.377073906486;описание;;
узнавать;2.66666666667;;действие;;
указывать;0.888888888889;;действие;;
укатывать;;0.377073906486;действие;;
укорачивать;0.444444444444;;действие;;
укус;0.444444444444;;абстрактный;;
укусить;0.444444444444;;действие;;
умертвлять;0.444444444444;;действие;;
уметь;0.444444444444;;действие;;
умирать;5.33333333333;;действие;;
умолять;0.444444444444;;действие;;
умываться;;0.377073906486;действие;;
университет;0.444444444444;;место;;
унижение;0.444444444444;;абстрактный;;
униматься;;0.377073906486;действие;;
упасть;0.888888888889;;действие;;
упиваться;;0.377073906486;действие;;
упираться;;0.377073906486;действие;;
урожайный;;0.377073906486;описание;;
урождаться;;0.754147812971;действие;;
ус;0.444444444444;;предмет;;
усадьба;;5.65610859729;место;;
усилие;0.444444444444;;абстрактный;;
услуга;0.444444444444;;абстрактный;;
услышать;;0.377073906486;действие;;
усмешка;0.444444444444;;абстрактный;;
успевать;1.33333333333;;действие;;
уста;0.444444444444;;предмет;;
усталость;;0.377073906486;абстрактный;;
устанавливать;0.444444444444;;действие;;
усыпать;;0.377073906486;действие;;
утерпеть;0.444444444444;;действие;;
утренний;;0.377073906486;описание;;
утро;;1.88536953243;абстрактный;;
ух;;0.377073906486;стоп;;
уходить;0.444444444444;;действие;;
учебник;0.444444444444;;предмет;;
учреждение;0.444444444444;;место;;
ущемлять;0.444444444444;;действие;;
уютно;;0.377073906486;описание;;
фаршированный;;0.377073906486;описание;;
фасад;;0.377073906486;предмет;;
фельдшер;2.22222222222;;профессия;;
фигура;;0.377073906486;абстрактный;;
физиологический;0.444444444444;;описание;;
философ;;1.13122171946;профессия;;
философский;;0.377073906486;описание;;
флигель;;0.754147812971;предмет;;
фонарь;;0.377073906486;предмет;;
форейтор;;0.377073906486;профессия;;
фронтон;;0.377073906486;предмет;;
фуражка;0.444444444444;;предмет;;
хвост;;0.377073906486;предмет;;
хлеб;;0.377073906486;предмет;;
хлестать;;0.377073906486;действие;;
хлоп;0.444444444444;;абстрактный;;
хмурый;;0.377073906486;описание;;
хоботье;;0.377073906486;предмет;;
ход;;0.377073906486;абстрактный;;
хозяин;0.888888888889;;профессия;;
хозяйственный;;0.377073906486;описание;;
хозяйство;;0.377073906486;место;;
холмогорский;;0.377073906486;описание;;
холод;;0.377073906486;абстрактный;;
холоднеть;;0.377073906486;действие;;
холодно;;0.754147812971;описание;;
холостяк;;0.377073906486;профессия;;
холст;;0.377073906486;предмет;;
холстина;0.444444444444;;предмет;;
холщовый;;0.377073906486;описание;;
хороший;;1.88536953243;описание;;
хорошо;;1.13122171946;описание;;
хотеть;1.33333333333;;действие;;
хотя;;0.377073906486;стоп;;
храниться;;0.377073906486;действие;;
храп;0.444444444444;;абстрактный;;
хребет;;0.377073906486;предмет;;
хрипеть;;0.377073906486;действие;;
худощавый;;0.377073906486;описание;;
хутор;;0.377073906486;место;;
царапина;0.444444444444;;предмет;;
царство;;0.377073906486;место;;
цветной;;0.377073906486;описание;;
целить;0.444444444444;;действие;;
целый;;3.01659125189;описание;;
церемониться;0.888888888889;;действие;;
церковный;;0.377073906486;описание;;
цыган;;0.377073906486;профессия;;
час;0.444444444444;;абстрактный;;
часто;;0.754147812971;описание;;
часы;;0.377073906486;предмет;;
чахоточный;;0.377073906486;описание;;
чаща;;0.377073906486;место;;
чей;0.888888888889;;стоп;;
человек;3.11111111111;;профессия;;
человеческий;0.444444444444;;описание;;
чем;0.888888888889;;стоп;;
чепец;0.444444444444;;предмет;;
череп;0.444444444444;;предмет;;
черешневый;0.444444444444;;описание;;
черно;;0.377073906486;описание;;
черновик;0.444444444444;;предмет;;
чернотроп;;0.377073906486;предмет;;
черт;0.444444444444;;профессия;;
черта;0.444444444444;;абстрактный;;
чертить;;0.377073906486;действие;;
чертог;;0.377073906486;место;;
честный;0.444444444444;;описание;;
честь;0.444444444444;;абстрактный;;
четверть;0.444444444444;;абстрактный;;
четко;;0.377073906486;описание;;
чиновный;0.444444444444;;описание;;
чистота;;0.377073906486;абстрактный;;
чистый;;0.754147812971;описание;;
читать;;0.377073906486;действие;;
чрезвычайно;0.444444444444;;описание;;
чтение;;0.377073906486;абстрактный;;
чтоб;0.444444444444;;стоп;;
чтобы;2.22222222222;;стоп;;
чужой;0.888888888889;;описание;;
чуть;1.77777777778;;стоп;;
шалаш;;2.6395173454;место;;
шалун;;0.377073906486;профессия;;
шаль;;0.377073906486;предмет;;
шанс;0.444444444444;;абстрактный;;
шапка;;0.754147812971;предмет;;
шар;0.444444444444;;предмет;;
шарахнуться;0.444444444444;;действие;;
шаровары;;0.754147812971;предмет;;
шелкий;0.444444444444;;описание;;
шелковый;;0.377073906486;описание;;
шепнуть;0.444444444444;;действие;;
шерсть;;0.377073906486;предмет;;
шершавый;;0.377073906486;описание;;
шест;0.444444444444;;предмет;;
шестой;;0.377073906486;описание;;
шесть;0.444444444444;;абстрактный;;
широкий;;1.88536953243;описание;;
широко;;0.377073906486;описание;;
широкоплечий;;0.377073906486;описание;;
шкурка;;0.377073906486;предмет;;
шляпа;0.444444444444;;предмет;;
шов;0.888888888889;;предмет;;
шприц;0.444444444444;;предмет;;
штука;0.888888888889;;абстрактный;;
шум;;1.13122171946;абстрактный;;
шумно;;0.377073906486;описание;;
шурин;;0.377073906486;профессия;;
шуршать;;1.13122171946;действие;;
шустрый;;0.377073906486;описание;;
шутливо;;0.377073906486;описание;;
шуточка;;0.377073906486;абстрактный;;
энтиха;0.444444444444;;имя;;
эразм;;0.377073906486;имя;;
эх;;0.377073906486;стоп;;
эхо;0.444444444444;;абстрактный;;
юбка;0.888888888889;;предмет;;
юридический;0.444444444444;;описание;;
юрка;0.444444444444;;имя;;
юркнуть;0.444444444444;;действие;;
юрко;0.444444444444;;имя;;
яблоко;;2.6395173454;предмет;;
яблоня;;0.377073906486;предмет;;
являться;0.444444444444;;действие;;
яд;0.444444444444;;предмет;;
ядреный;;0.377073906486;описание;;
язык;0.888888888889;;предмет;;
яйцо;;0.377073906486;предмет;;
ярко;;0.377073906486;описание;;
ярмарка;;0.377073906486;место;;
ясный;;1.13122171946;описание;;
ястребок;;0.377073906486;предмет;;
ящик;;0.377073906486;предмет;;
